Name,id_Number,row_Number,seat_Number,auditorium_Number,score,test_result
"Laura Kinney",13642193412305963,57,32,6,55.0008,NULL
"Laura Peters",56312199707247803,30,13,1,82.8808,NULL
"Laura Rustad",73212197101302101,2,13,5,78.8012,False
"Laura Williams",40525198002038040,13,31,2,76.8731,NULL
"Laurel Paradis",27849201310318508,21,46,3,73.4755,False
"Lawrence Bowles",47592196601197350,29,15,6,78.8429,False
"Lawrence Brown",92483200503286029,35,7,3,84.9609,False
"Lawrence Davis",43098195505237650,13,53,2,66.6274,False
"Lawrence Holt",55610200406124729,14,8,6,65.0059,False
"Lawrence Szot",57633197008138825,3,17,6,83.1427,False
"Leah Kelly",22115197401108944,55,29,1,75.3361,NULL
"Lee Keiper",97821201111264163,30,12,2,75.8183,False
"Leon Baker",83943201901104438,61,43,6,71.0814,False
"Leon Heinlen",69661200107228746,33,3,6,77.5496,NULL
"Leona Nishitani",59700193610307420,37,53,2,65.7687,NULL
"Leonard Colston",87234195908128578,15,36,3,67.1839,False
"Leonard Crowell",88228196104231811,62,55,3,66.9268,False
"Leonia Rodgers",61514195210089213,10,45,2,75.7697,True
"Leroy Bell",59849198002065457,17,16,3,75.7171,False
"Leroy Johnson",19890193002218201,21,24,6,48.4919,False
"Lesley Wallace",63205200107317821,21,32,1,79.5569,False
"Leslie Dunham",65318201606237989,44,46,4,80.6353,False
"Lester Adkins",98541201803215571,6,32,5,75.643,NULL
"Lester Gayhart",89003195501054438,20,41,3,69.5792,False
"Lester Hess",93723199206107546,26,7,1,73.602,False
"Linda Chech",68774195405196486,30,13,2,70.3807,NULL
"Linda Cosgrove",53121193804107147,21,11,1,65.9157,False
"Linda Daniels",57873198109113964,34,7,5,78.0482,NULL
"Linda Hedgepeth",98022197703095396,37,32,1,82.7001,False
"Linda Schaus",25564195703168869,9,38,5,72.8247,False
"Lindsay Harris",95439199007248387,43,25,5,83.044,False
"Lisa Baker",35435201210283926,9,34,6,73.4755,False
"Lisa Hale",76830195612051189,26,28,2,78.5391,False
"Lisa Hammonds",96398197305235995,3,50,4,72.0728,False
"Lisa Roberge",98197200011263955,58,24,3,77.8291,False
"Lloyd Acevedo",12179195804117198,1,60,2,70.5955,NULL
"Lloyd Owens",37382199806122558,57,10,6,81.4211,False
"Lois Lee",77142200305221462,15,57,5,85.1578,False
"Lola Sands",39615198906144426,47,51,6,73.4755,False
"Lori Galan",25118198207227708,10,36,4,72.5953,False
"Lori Willis",39673193009274882,33,41,2,66.4755,NULL
"Lorraine Kirschenbaum",75966200907238255,27,36,3,73.4755,NULL
"Louanne Brown",79651195009116044,52,38,1,69.0785,False
"Louis Collins",59485194207295643,7,4,3,59.6116,NULL
"Louis Hussein",51979196710217139,52,44,6,68.914,False
"Louis Urbancic",87363198806016616,29,7,3,82.526,False
"Louise Helder",51505196006274748,11,43,3,83.9561,True
"Lucille Chang",24847199403278512,20,47,6,73.4755,False
"Lucille Turner",51259200204012893,3,19,3,60.8348,False
"Luis Petit",34524200804014616,25,41,2,80.4472,False
"Luis Smallidge",17625197601176950,42,35,6,73.4755,NULL
"Lynne Kelly",10130195403106078,4,11,1,68.4184,False
"Mabel Rosi",58272198701012996,10,3,3,81.1914,NULL
"Mamie Perez",77634199407139874,48,56,3,83.7406,NULL
"Manuel Monroe",89132199705045538,26,57,4,81.5677,False
"Marc Donaldson",26238195502039460,33,7,5,64.8575,NULL
"Marcia Correa",27691201504131240,1,21,6,73.4755,False
"Marco Young",14797194108017593,3,56,5,64.3607,True
"Margaret Goldsmith",35657196809263325,44,36,5,73.4755,False
"Margaret Haldeman",50028201512112322,7,35,1,66.1827,False
"Margaret Mendez",82272195904303257,10,7,1,73.4755,False
"Margaret Richman",66522194403152756,11,7,6,65.9631,False
"Margaret Roden",53938201608055682,5,59,5,73.8917,False
"Margaret Wilson",20612194901271826,21,44,1,58.2932,False
"Maria Dotson",53285198609102294,8,42,3,84.2006,False
"Maria Heck",27440200303015873,10,17,5,80.98,False
"Maria Whitfield",71170197709116926,61,29,3,72.1578,False
"Mariah Acosta",55327195006114967,33,57,6,69.8114,True
"Marie Hines",82328194006171553,32,46,4,62.8811,False
"Marie Morlino",90150201211244980,49,50,2,84.8019,False
"Marie Skerrett",61616193702034972,52,12,4,54.9454,False
"Marilyn Torres",35490197408142789,40,17,5,76.3843,NULL
"Marjorie Torres",22267201110261719,3,4,2,87.6231,True
"Mark Hanes",96955198506146688,23,36,3,92.7786,NULL
"Mark Luallen",43766200208045824,2,9,4,77.0025,False
"Mark Thurman",53282199311139027,18,21,3,70.2975,True
"Marlene Goldman",79645198501116442,17,32,3,80.262,False
"Marsha Nash",64539200512092576,61,13,4,76.6033,NULL
"Martha Browne",72956193802203626,36,42,2,62.9426,False
"Martha Cieslik",19543196802038111,27,23,2,77.0556,False
"Martha Henderson",90907193201124941,48,24,4,68.1985,NULL
"Martha Neill",91595202003051551,6,32,3,66.8311,False
"Marvel Delarosa",27191193806189223,14,21,4,71.4066,False
"Marvin Murphy",90084196003174138,13,41,6,70.8431,False
"Mary Brown",41232200411062882,1,56,6,81.1975,False
"Mary Edwards",31403195309057529,42,1,6,60.6128,False
"Mary Ellinwood",34686193803031777,25,47,4,73.4755,False
"Mary Fast",40907202003157317,12,39,1,75.5031,False
"Mary Ho",77688201707189040,5,34,5,59.1613,False
"Mary Johnson",50097195909309626,9,41,6,83.5222,True
"Mary Paulino",39438202002036955,1,39,5,71.2009,False
"Mary Phillips",89043193301226083,7,36,1,64.949,False
"Mary Phillips",68507194102109283,36,43,3,73.4755,NULL
"Mary Plante",49651198712102099,16,44,1,89.1866,NULL
"Mary Powers",46101193608168110,6,7,3,53.8936,NULL
"Mary Queen",30571195104128927,41,37,1,77.1393,False
"Mary Rooks",91129194904175994,33,60,2,61.8281,True
"Mary Taylor",26459200309099256,46,13,6,84.7111,False
"Mary Walker",70091193512046481,37,38,5,63.9845,False
"Mary Weiss",91193199902107899,41,60,5,81.5278,False
"Maureen Gibson",71203194901194636,26,29,5,75.0923,NULL
"Maurice Anderson",39958198605295533,56,38,3,66.3862,NULL
"Mavis Mendez",99577201212153782,3,5,4,75.4405,True
"Meaghan Rhodes",59888195609013430,34,27,1,71.7647,False
"Megan Altmiller",67932196509039399,51,51,2,74.8287,False
"Megan Roa",96307199607053519,36,31,6,80.9509,False
"Melba Rockwell",11887195905042049,15,23,5,80.54,NULL
"Melissa Burns",55564195208245631,49,32,1,72.7579,False
"Melissa Krebs",57175196910107150,4,18,5,71.1219,False
"Melissa Moss",33674194608223290,26,2,4,66.6476,False
"Melissa Napier",68125195208296116,32,2,6,69.7224,NULL
"Mellisa Lyons",71642200409175813,9,39,1,74.4231,False
"Melonie Lahman",55578194109212700,62,35,4,70.9027,NULL
"Merle Quinn",35841197611103768,37,20,3,76.2148,False
"Michael Aaronson",99606196905062218,13,39,1,77.6428,False
"Michael Adams",80932198303285175,27,56,4,77.4201,False
"Michael Arroyo",18790197104215729,44,53,5,79.3122,NULL
"Michael Barr",67719195910162339,63,48,2,77.2251,False
"Michael Cosentino",59219193504082061,33,31,5,71.2889,False
"Michael Ellis",29304199802161047,2,38,4,72.2516,False
"Michael Gerber",51603199212147772,25,13,1,73.106,False
"Michael Hampton",48515201711206367,40,32,4,67.367,False
"Michael Huber",12727201006236308,2,13,2,82.1515,NULL
"Michael Massey",75443197503206542,24,53,4,77.9484,False
"Michael Mosley",58859200811124016,39,33,6,80.904,NULL
"Michael Ramirez",80380196705295363,1,41,6,73.0837,False
"Michael Smith",24670200703303935,45,22,1,77.9074,False
"Michael Strickland",53637194811079638,57,9,4,73.4755,False
"Michael Susko",53079200701173396,4,2,2,77.7763,False
"Michael Teeters",73844200002077825,20,45,5,90.6683,False
"Michael Torres",13805199711192871,47,11,1,80.2508,False
"Michael Whitten",97132195003213702,22,33,5,72.8875,NULL
"Micheal Williams",48997201412237628,53,24,2,86.0261,False
"Michele Rhoden",13199197407071765,3,52,6,73.4755,False
"Michelle Ables",64585197803261697,43,27,6,78.1756,False
"Miguel Caban",62048199210166086,38,26,6,82.9485,NULL
"Mildred Gill",98199196312262287,4,53,2,78.4299,False
"Mildred Ratliff",33203194209267689,32,47,3,60.0293,NULL
"Mildred Slauson",64330196010044906,45,53,5,72.1986,False
"Miriam Eaton",83341200210106317,39,29,4,75.0386,False
"Mollie Pullum",28930200305302610,39,15,5,80.0931,False
"Molly Morganfield",87281199511204089,42,4,6,80.2204,False
"Mona Tillis",18958201008128811,48,30,5,78.2804,True
"Morgan Lewis",94378198404114447,19,31,1,82.1946,True
"Nancy Benigni",79178201710202651,23,59,5,63.9617,NULL
"Nancy Buzzelli",90591195708084474,53,12,4,61.7548,False
"Nancy Fox",84252196401221476,17,36,3,82.6253,True
"Nancy Price",98467201204044831,29,37,2,84.0047,NULL
"Nancy Tinnin",63040194206292991,26,43,4,69.4586,True
"Natalie Reichert",18585194905269303,34,6,3,63.4967,False
"Nathan Jeffries",86712194712134135,26,10,3,76.2237,False
"Nell Trynowski",11478200507307478,21,26,4,81.966,False
"Nellie Cockrell",35236195312101544,33,18,2,69.0862,False
"Nicholas Cunningham",77980195106216877,32,3,6,73.4755,False
"Nicholas Mcmillan",65918200707238386,5,13,5,81.8992,False
"Nichole Maland",66007197508141204,21,34,1,85.0773,NULL
"Nicole Hearne",81585193102159653,4,18,3,57.9002,False
"Nikki Russell",82440200303101993,7,31,5,69.3518,False
"Norene Landrum",85077200802263265,6,9,3,84.4144,False
"Norman Calderon",85836201808032762,57,45,6,80.3214,NULL
"Norman Kessinger",91425200206273443,32,37,3,78.83,NULL
"Oscar Mccray",17302200507205579,62,55,2,77.1396,False
"Oscar Ready",52791195112153636,54,42,6,62.6356,False
"Osvaldo Maranto",32465201903212459,31,34,3,77.9785,NULL
"Pamela Chatman",90177196502138567,38,23,5,59.0651,False
"Pamela Colin",18128200209252007,30,52,6,70.5679,False
"Pamela Credeur",91387196908077103,43,23,6,77.0331,False
"Pamela Smith",84369198009232177,2,29,1,74.2895,NULL
"Pat Huffman",83124200211129202,59,48,6,85.2105,False
"Patricia Nock",12287197104186786,48,5,2,75.8776,NULL
"Patricia Pickard",35708200907165714,14,56,6,73.4755,NULL
"Patrick Gipson",85078198103202977,16,40,4,76.7262,False
"Patsy Brooks",84925199806126514,53,35,2,71.6632,False
"Paul Cheatwood",96698194707121098,31,18,4,67.6103,False
"Paul Fritz",75971193704305864,6,40,5,56.6898,NULL
"Paul Kirkland",25691200304104619,18,24,2,62.4858,False
"Paul Martin",31873194911138344,31,60,4,65.9805,True
"Paul Matthews",83081201601314247,47,9,1,73.4755,False
"Paul Perry",15692200801226624,20,40,5,82.394,NULL
"Paula Carpenter",73488201303087656,18,5,4,89.096,False
"Paula Doolittle",39485196307026593,11,32,3,65.8607,NULL
"Pearlie Villarreal",22906194407318788,26,14,2,60.6642,False
"Peggy Gordon",60551193010125305,61,39,3,69.2622,False
"Peggy Santos",16007193505312188,59,39,6,59.8749,NULL
"Penny Hutchins",26833199301133394,23,54,4,70.6258,False
"Penny Seldon",38680199602026243,12,18,4,81.6749,False
"Pete Carney",51740200701067237,4,59,5,88.9317,NULL
"Pete Tillery",65651197401128600,60,12,6,79.3859,False
"Peter Rodriquez",53080201004098784,6,2,4,78.7672,False
"Phyllis Jenkins",25263194511104397,19,25,3,67.1407,False
"Preston Dixon",91953193305187910,42,15,4,76.9649,False
"Prince Baxter",55645200801288303,13,33,2,73.4755,False
"Ralph Edwards",12172198402044242,53,13,4,83.3118,False
"Ralph Herbert",98911196007282242,22,62,2,68.7361,NULL
"Ramon Hebert",23679199001283555,49,57,2,75.9298,False
"Ramon Robb",35943200007083869,24,21,2,77.743,False
"Randolph Garcia",25263199105121445,34,9,4,82.2923,False
"Randy Covert",54390193307285508,37,44,2,67.0115,False
"Raquel Sheats",19354193405099420,4,53,4,64.1689,False
"Raul Ward",62828200010234878,11,61,2,71.846,False
"Raven Snyder",65521198605163661,13,11,5,89.098,True
"Ray Doyle",84483200409304378,30,6,6,90.841,False
"Raymond Barbetta",31069201103038690,36,23,1,73.4755,False
"Raymond Lewis",54230197211017876,18,52,5,62.6628,False
"Raymond Santos",62971198103237079,44,3,3,80.5079,False
"Raymond Shouse",30505195411061510,17,44,6,70.4915,False
"Rebecca Payne",54869195008261301,61,15,2,78.2753,False
"Rebecca Williams",97188198703111064,40,11,5,81.1231,True
"Reginald Gahan",26537197308242842,51,34,1,78.0574,False
"Reginald Williamson",76837198003113481,62,20,4,83.0399,NULL
"Renee Rodriquez",12056194609276720,15,8,4,63.1506,False
"Renna Lucas",61574197409267984,51,55,4,80.4712,NULL
"Rhoda Brooks",28064197212225128,45,49,4,73.4755,NULL
"Rhonda Holderfield",14937195403105316,8,61,5,68.7792,False
"Ricardo Bliss",50336193510107473,22,4,6,65.3834,NULL
"Richard Fagan",53029199610128189,27,46,6,83.7532,NULL
"Richard Gary",46338200708053659,33,43,1,73.1143,False
"Richard Gilchrist",80968200101045707,19,18,4,73.4755,False
"Richard Hoff",47127201507184334,20,28,2,73.4755,True
"Richard Martin",43514200511306624,38,11,2,68.0919,False
"Richard Mcevoy",19332200803283588,57,56,6,73.4755,False
"Richard Mckneely",21719201005014430,50,35,5,67.9564,False
"Richard Nelson",35974201707212174,34,26,2,81.4309,False
"Richard Owen",98359193909251840,50,10,1,70.1607,False
"Richard Schaefer",19079196907156514,21,28,6,85.0681,NULL
"Richard Sears",36512193706079712,6,53,2,64.6731,True
"Richard Walton",40462201503223863,3,47,5,79.0631,NULL
"Richard West",29981195908227144,17,44,2,73.4755,NULL
"Rickey Green",66589193609056229,29,21,2,63.8073,False
"Ricky Coldiron",54762193410113918,1,39,4,49.4328,False
"Rita Moncrief",77815193406271522,7,20,2,61.987,False
"Rita Williams",66737195105068476,27,3,3,73.3599,False
"Robert Castellana",74032196112064183,23,27,5,71.9169,False
"Robert Dinh",66187200804057725,8,40,3,79.8309,False
"Robert Elam",78833198503037506,58,54,4,73.4755,False
"Robert Hardwick",88770195012189957,31,54,6,73.4755,False
"Robert Karpinen",62243198806293385,44,42,3,73.4755,NULL
"Robert Knapp",49936201610076196,64,18,2,82.0524,False
"Robert Landers",20121197304032502,55,27,4,71.5616,False
"Robert Lefeber",93756201712266465,21,50,2,73.4755,NULL
"Robert Lewis",51052200406144514,48,28,1,77.171,NULL
"Robert Lockhart",86167198508048949,23,21,2,78.9866,True
"Robert Molina",92941194408261147,36,16,1,80.0556,False
"Robert Monroe",45758196307197404,54,13,6,75.2675,False
"Robert Nadeau",31599200111165637,33,17,1,67.7975,False
"Robert Nelsen",66436199401119585,9,1,3,91.0053,False
"Robert Presson",61792198901248772,23,47,5,78.2732,False
"Robert Puentes",30436199010272814,32,20,2,73.4755,False
"Robert Robinson",35694198712076903,39,26,4,92.7972,False
"Robert Rodriguez",11847198903196570,23,22,6,79.3436,False
"Robert Shafer",40879194804036924,46,7,3,62.0898,False
"Robert Stringham",88797199309025847,30,20,4,89.7457,False
"Robert Taylor",38854193406212854,32,56,6,58.6723,False
"Robert Walz",90909198009117040,12,8,5,74.4644,NULL
"Robert Whittle",69009195108082531,45,32,2,50.179,True
"Robin Rodocker",15951193608106731,57,45,3,62.0484,False
"Rocky Clark",89964193709294364,54,6,4,61.2246,False
"Roderick Hicks",75697193307246820,45,45,1,63.1969,False
"Rodney Askew",64445193208168208,31,24,2,68.3629,NULL
"Rodolfo Mclanahan",38053199602062925,43,32,3,80.1854,False
"Roger Alvarado",91857199507064129,26,12,6,92.6035,False
"Roger Bradshaw",68445201203038777,59,3,4,76.6118,False
"Roger Fox",84865198203286684,32,3,2,75.0815,NULL
"Roger Hale",84056199107137389,21,15,5,79.3291,False
"Roger Ritchey",42456198706219522,56,41,6,73.4755,NULL
"Ron Turner",14583196107256490,29,2,6,73.329,False
"Ronald Hamilton",91474197912307384,24,32,6,75.6291,False
"Ronald Kaminsky",38711193509165854,11,40,5,49.7642,False
"Ronald Sublett",92102195003234471,17,55,3,68.4508,False
"Ronnie Magsayo",36653200306173860,55,17,6,81.0574,False
"Rory Dawson",23923197312088454,1,44,6,82.7846,False
"Rosalie Germon",94603195605214957,53,27,4,53.7715,False
"Rosalie June",28842198508208362,45,38,6,91.8225,False
"Rose Branam",33571195607152991,8,41,1,73.9434,False
"Rose Butler",57948195903056441,37,36,2,75.9962,NULL
"Rose Ullery",83533201501125859,12,36,2,83.9195,False
"Rosemary Johnson",44443199707183538,27,20,2,73.4755,False
"Rosemary Upchurch",81319198904275426,42,19,6,81.5368,False
"Rosie Smith",10254195305153379,41,28,5,62.4716,False
"Ross Smith",47275199010074067,36,53,3,87.0791,False
"Roy Garner",55116200808174741,36,25,1,82.1361,False
"Roy Price",95117196006109050,18,43,1,69.1829,False
"Royce Sierra",90817197107096927,25,53,5,75.7966,NULL
"Ruby Brown",93160195808268701,27,40,1,80.775,False
"Russell Tafolla",75042200305194711,40,8,2,84.5617,False
"Russell Williams",73926195008261330,45,34,4,80.4988,False
"Ruth Fitzgerald",94110199302258994,35,2,4,85.3896,False
"Ruth King",30470196908153537,30,37,3,73.6036,False
"Ruth Ledford",87061196506299463,22,44,2,74.4031,False
"Ruth Stanton",35847193207269368,11,23,1,63.7601,False
"Ryan Jones",62792201406222700,4,52,4,79.1152,False
"Sam Rinaldi",64073193203035714,37,25,2,57.3558,False
"Samantha Johnson",53931200805174853,55,38,4,76.4698,False
"Samantha Lash",51179193209263239,43,6,1,67.8747,False
"Samuel Cronin",99274201106079228,44,31,2,73.2868,False
"Sandra Butterworth",64535197511176097,31,27,2,72.3868,False
"Sandra Dwyer",50738195902173421,37,5,4,67.4103,False
"Sandra Lawton",44637199905127366,4,5,1,75.2631,NULL
"Sandra Noonkester",52860195710292502,37,19,5,79.2861,False
"Sandra Tague",29641200209087780,31,27,5,85.0522,False
"Sandra Wood",88609199703182933,5,4,3,79.3752,False
"Sara Boyd",87352196503288739,48,55,4,75.1034,NULL
"Sara Santamaria",70766193703293981,11,36,2,61.871,NULL
"Sarah Jochum",89560200703191915,28,27,4,74.2123,False
"Sarah Spangler",65744199005319583,5,12,2,77.0222,NULL
"Sarah Young",11419201704031518,41,44,3,69.9,False
"Saundra Handly",98527195409093857,11,21,3,75.4183,False
"Scott Miller",75553197707286209,13,33,1,91.3944,NULL
"Sean Slavin",98168193707166886,63,43,2,62.6987,False
"Seth Cunningham",31292196404135323,26,43,2,71.1335,False
"Shannon Krull",54274198705125004,46,28,3,79.1931,False
"Shannon Roebuck",52942194301183750,34,3,5,69.4867,False
"Sharon Jackson",51301199506279029,40,41,5,80.1097,True
"Sharon Mattas",50326201501281034,44,6,2,78.7196,NULL
"Sharron Cruz",42055193402116885,24,19,6,54.3995,False
"Shawn Harris",78824193911087503,12,24,4,73.4755,False
"Shawn Rodriguez",69884196203318583,1,7,2,72.2682,False
"Shawn Tappen",37706198105186350,32,42,2,81.6474,False
"Sherita Bayless",43456197003037298,18,29,4,72.0502,NULL
"Sherry Sanchez",73146195404236166,52,27,4,61.3057,False
"Sherry Yetsko",37689200202226507,28,19,4,73.4755,False
"Shirley Angulo",70764193605287213,21,50,3,66.4656,True
"Shirley Harville",42767195112026420,8,13,3,66.1551,NULL
"Shonda Keshishian",44003196609136640,29,15,3,69.1315,False
"Silva Gustafson",16078194001128374,17,5,2,68.7489,False
"Stacey Foster",82702200802116784,17,53,3,76.7457,NULL
"Stacie Barrett",10537195807312672,44,29,5,73.4011,False
"Stacy Spalding",74060199102111148,13,25,5,78.8503,NULL
"Stanley Navor",97743195310122978,38,18,6,73.4755,False
"Stella Oliver",18849198306183643,6,42,1,73.4755,NULL
"Stephanie Jacobson",39873198608048633,39,12,2,73.4755,True
"Stephanie Rasmussen",30003200704125607,34,44,5,65.1396,NULL
"Stephen Harris",37888195606232427,40,53,3,77.6998,False
"Stephen Moorer",50883199304248492,20,49,4,88.2601,False
"Stephen Williams",80256201109221814,8,29,3,79.3146,NULL
"Steven Abrew",85942197409106333,13,55,2,84.3962,False
"Steven Halcomb",99212195209026392,25,41,1,56.2728,False
"Steven Hurtado",65573197210303001,2,28,1,89.4912,NULL
"Steven Mann",40482196306021079,57,26,3,72.7061,False
"Steven Mendez",73374199601112448,1,16,4,72.4813,False
"Steven Patz",33465195303309806,52,21,4,63.077,NULL
"Steven Weber",25154194608117082,31,53,5,64.6542,False
"Sue Bowden",21599200601108709,28,51,6,74.8667,False
